functional_size,work_effort,platform_MF,platform_MR,platform_Multi,platform_PC,platform_Proprietary,platform_Unknown,language_type_3GL,language_type_4GL,language_type_5GL,language_type_APG,language_type_ApG,language_type_Unknown,development_type_New Development,development_type_Not Defined,development_type_Other,development_type_POC,development_type_Porting,development_type_Re-development,industry_sector_Communication,industry_sector_Construction,industry_sector_Defence,industry_sector_Education,industry_sector_Electronics & Computers,industry_sector_Financial,industry_sector_Government,industry_sector_Insurance,industry_sector_Logistics,industry_sector_Manufacturing,industry_sector_Medical & Health Care,industry_sector_Mining,industry_sector_Professional Services,industry_sector_Service Industry,industry_sector_Unknown,industry_sector_Utilities,industry_sector_Wholesale & Retail,work_effort_log,work_effort_winsorized,functional_size_log,functional_size_squared,functional_size_sqrt
251.0,3725.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.223090551161533,3725.0,5.529429087511423,63001.0,15.84297951775486
150.0,2874.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.963807953231451,2874.0,5.017279836814924,22500.0,12.24744871391589
95.0,751.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.62273632394984,751.0,4.564348191467836,9025.0,9.746794344808963
123.0,337.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.823045895483019,337.0,4.820281565605037,15129.0,11.090536506409418
341.0,1355.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.212294468500341,1355.0,5.834810737062605,116281.0,18.466185312619388
65.0,1041.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.948897222313312,1041.0,4.189654742026425,4225.0,8.06225774829855
4.0,395.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.981414211254481,395.0,1.6094379124341003,16.0,2.0
156.0,1402.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7.246368080102461,1402.0,5.056245805348308,24336.0,12.489995996796797
261.0,4422.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.394573477868327,4422.0,5.568344503761097,68121.0,16.15549442140351
286.0,1051.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.9584483932976555,1051.0,5.659482215759621,81796.0,16.911534525287763
173.0,242.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.493061443340548,242.0,5.159055299214529,29929.0,13.152946437965905
227.0,5532.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.618485442898109,5532.0,5.429345628954441,51529.0,15.066519173319364
67.0,213.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.365976015021851,213.0,4.219507705176107,4489.0,8.18535277187245
884.0,4815.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.479698986988657,4815.0,6.785587645007929,781456.0,29.732137494637012
42.0,138.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.9344739331306915,138.0,3.7612001156935624,1764.0,6.48074069840786
163.0,2448.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.803435056952168,2448.0,5.099866427824199,26569.0,12.767145334803704
671.0,9758.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.18594521514146,9758.0,6.51025834052315,450241.0,25.903667693977237
106.0,1599.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.3777589082278725,1599.0,4.672828834461906,11236.0,10.295630140987
56.0,2252.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7.720017940432244,2252.0,4.04305126783455,3136.0,7.483314773547883
210.0,3524.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.16763571524637,3524.0,5.351858133476067,44100.0,14.491376746189438
150.0,4338.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.37539918579835,4338.0,5.017279836814924,22500.0,12.24744871391589
3411.0,82968.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.326222323036584,16268.0,8.13505390861157,11634921.0,58.40376700179535
150.0,954.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.86171134048073,954.0,5.017279836814924,22500.0,12.24744871391589
699.0,7678.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.946244609330543,7678.0,6.551080335043404,488601.0,26.43860813280457
13.0,1185.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.078341579557671,1185.0,2.6390573296152584,169.0,3.605551275463989
268.0,2606.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.865955413933502,2606.0,5.594711379601839,71824.0,16.3707055437449
150.0,12668.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.446913343602054,12668.0,5.017279836814924,22500.0,12.24744871391589
316.0,5023.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.521981708148035,5023.0,5.75890177387728,99856.0,17.776388834631177
98.0,6763.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.81936971001847,6763.0,4.59511985013459,9604.0,9.899494936611665
96.0,1729.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.455876687491824,1729.0,4.574710978503383,9216.0,9.797958971132712
224.0,1757.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.471932078245122,1757.0,5.41610040220442,50176.0,14.966629547095765
210.0,2591.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.860185057472165,2591.0,5.351858133476067,44100.0,14.491376746189438
63.0,2688.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.896924656268864,2688.0,4.1588830833596715,3969.0,7.937253933193772
15.0,66.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.204692619390966,66.0,2.772588722239781,225.0,3.872983346207417
150.0,449.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.1092475827643655,449.0,5.017279836814924,22500.0,12.24744871391589
59.0,246.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5093883366279774,246.0,4.0943445622221,3481.0,7.681145747868608
7.0,953.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.860663671448287,953.0,2.0794415416798357,49.0,2.6457513110645907
158.0,4341.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.376090350438238,4341.0,5.0689042022202315,24964.0,12.569805089976535
150.0,1482.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.301822342137932,1482.0,5.017279836814924,22500.0,12.24744871391589
150.0,2682.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.894690850425624,2682.0,5.017279836814924,22500.0,12.24744871391589
57.0,6128.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.720786883485731,6128.0,4.060443010546419,3249.0,7.54983443527075
95.0,60.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.110873864173311,60.0,4.564348191467836,9025.0,9.746794344808963
108.0,3080.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.033009498596668,3080.0,4.6913478822291435,11664.0,10.392304845413264
39.0,3546.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.173857454773621,3546.0,3.6888794541139363,1521.0,6.244997998398398
150.0,4821.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.480944058741116,4821.0,5.017279836814924,22500.0,12.24744871391589
150.0,178.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.187385805840755,178.0,5.017279836814924,22500.0,12.24744871391589
150.0,504.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.22455842927536,504.0,5.017279836814924,22500.0,12.24744871391589
19.0,232.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.4510384535657,232.0,2.995732273553991,361.0,4.358898943540674
150.0,13578.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.516279760698795,13578.0,5.017279836814924,22500.0,12.24744871391589
58.0,1668.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.419979923661835,1668.0,4.07753744390572,3364.0,7.615773105863909
379.0,4529.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.41847721847708,4529.0,5.940171252720432,143641.0,19.467922333931785
150.0,476.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.1675164908883415,476.0,5.017279836814924,22500.0,12.24744871391589
134.0,3236.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.082402253926244,3236.0,4.90527477843843,17956.0,11.575836902790225
150.0,1063.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.96979066990159,1063.0,5.017279836814924,22500.0,12.24744871391589
1827.0,2100.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.650168700845001,2100.0,7.510977752014095,3337929.0,42.74342054632502
173.0,546.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.304448802421981,546.0,5.159055299214529,29929.0,13.152946437965905
150.0,2898.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.972121128921655,2898.0,5.017279836814924,22500.0,12.24744871391589
150.0,1239.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.122866658599083,1239.0,5.017279836814924,22500.0,12.24744871391589
353.0,548.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3080984415095305,548.0,5.869296913133774,124609.0,18.788294228055936
101.0,525.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.26530121273771,525.0,4.624972813284271,10201.0,10.04987562112089
156.0,3305.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.10349427838097,3305.0,5.056245805348308,24336.0,12.489995996796797
150.0,4146.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.330140460246382,4146.0,5.017279836814924,22500.0,12.24744871391589
76.0,2459.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.807916628926408,2459.0,4.343805421853684,5776.0,8.717797887081348
52.0,686.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.532334292222349,686.0,3.970291913552122,2704.0,7.211102550927978
143.0,210.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.351858133476067,210.0,4.969813299576001,20449.0,11.958260743101398
175.0,499.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.214608098422191,499.0,5.170483995038151,30625.0,13.228756555322953
226.0,2660.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.886457270977689,2660.0,5.424950017481403,51076.0,15.033296378372908
84.0,1034.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.942156705699469,1034.0,4.442651256490317,7056.0,9.16515138991168
47.0,1002.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.910750787961936,1002.0,3.871201010907891,2209.0,6.855654600401044
299.0,470.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.154858094016418,470.0,5.703782474656201,89401.0,17.291616465790582
137.0,2305.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.743269700829004,2305.0,4.927253685157205,18769.0,11.704699910719626
26.0,3436.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8.142354276849835,3436.0,3.295836866004329,676.0,5.0990195135927845
150.0,1419.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.258412150595307,1419.0,5.017279836814924,22500.0,12.24744871391589
256.0,2906.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.9748769005588755,2906.0,5.54907608489522,65536.0,16.0
33.0,506.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.2285110035911835,506.0,3.5263605246161616,1089.0,5.744562646538029
2412.0,11582.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.357293784932345,11582.0,7.7886260656250315,5817744.0,49.1121166312347
12.0,479.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.173786103901937,479.0,2.5649493574615367,144.0,3.4641016151377544
83.0,1151.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.049254841255837,1151.0,4.430816798843313,6889.0,9.1104335791443
426.0,1678.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.425953657077541,1678.0,6.056784013228625,181476.0,20.639767440550294
5.0,34.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.5553480614894135,34.0,1.791759469228055,25.0,2.23606797749979
19.0,105.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.663439094112067,105.0,2.995732273553991,361.0,4.358898943540674
262.0,3955.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.282988692742602,3955.0,5.572154032177765,68644.0,16.186414056238647
43.0,128.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.859812404361672,128.0,3.784189633918261,1849.0,6.557438524302
48.0,1781.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.485491608030754,1781.0,3.8918202981106265,2304.0,6.928203230275509
150.0,9504.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.15957325492253,9504.0,5.017279836814924,22500.0,12.24744871391589
231.0,750.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.621405651764134,750.0,5.44673737166631,53361.0,15.198684153570664
915.0,1295.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.16703787691222,1295.0,6.82001636467413,837225.0,30.24896692450835
331.0,9585.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.168058979719577,9585.0,5.805134968916488,109561.0,18.193405398660254
122.0,2738.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7.915348169263078,2738.0,4.812184355372417,14884.0,11.045361017187261
113.0,196.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.2832037287379885,196.0,4.736198448394496,12769.0,10.63014581273465
52.0,395.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.981414211254481,395.0,3.970291913552122,2704.0,7.211102550927978
150.0,838.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.732210706467206,838.0,5.017279836814924,22500.0,12.24744871391589
73.0,1194.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.085901464365611,1194.0,4.30406509320417,5329.0,8.54400374531753
149.0,518.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.251903883165888,518.0,5.0106352940962555,22201.0,12.206555615733702
113.0,1160.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7.057036981697891,1160.0,4.736198448394496,12769.0,10.63014581273465
69.0,235.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5.4638318050256105,235.0,4.248495242049359,4761.0,8.306623862918075
150.0,2643.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.880048200971577,2643.0,5.017279836814924,22500.0,12.24744871391589
472.0,2783.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.931644021454311,2783.0,6.159095388491933,222784.0,21.72556098240043
3.0,2333.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.755338812846501,2333.0,1.3862943611198906,9.0,1.7320508075688772
498.0,6034.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.705331133531631,6034.0,6.212606095751519,248004.0,22.315913604421397
68.0,380.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.942799375126701,380.0,4.23410650459726,4624.0,8.246211251235321
263.0,1964.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.583247524303362,1964.0,5.575949103146316,69169.0,16.217274740226856
99.0,3494.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.15908865466791,3494.0,4.605170185988092,9801.0,9.9498743710662
1188.0,22668.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10.028753631368525,16268.0,7.080867896690782,1411344.0,34.46737587922817
150.0,639.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.461468176353717,639.0,5.017279836814924,22500.0,12.24744871391589
25.0,5981.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8.696510239189893,5981.0,3.258096538021482,625.0,5.0
150.0,7830.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.965845494750937,7830.0,5.017279836814924,22500.0,12.24744871391589
223.0,1624.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.393263094763838,1624.0,5.4116460518550396,49729.0,14.933184523068078
26.0,380.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.942799375126701,380.0,3.295836866004329,676.0,5.0990195135927845
155.0,3516.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.165363632473982,3516.0,5.049856007249537,24025.0,12.449899597988733
601.0,10866.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.293485953062852,10866.0,6.400257445308821,361201.0,24.515301344262525
76.0,190.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.25227342804663,190.0,4.343805421853684,5776.0,8.717797887081348
826.0,5776.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.661639795781266,5776.0,6.717804695023691,682276.0,28.74021572639983
150.0,24.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.2188758248682006,32.0,5.017279836814924,22500.0,12.24744871391589
3962.0,150040.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.918663869062977,16268.0,8.284756593190435,15697444.0,62.94441992742486
89.0,2823.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.945909598613133,2823.0,4.499809670330265,7921.0,9.433981132056603
109.0,272.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.60947179518496,272.0,4.700480365792417,11881.0,10.44030650891055
53.0,686.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.532334292222349,686.0,3.9889840465642745,2809.0,7.280109889280518
675.0,2842.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.952615111651,2842.0,6.516193076042964,455625.0,25.98076211353316
57.0,623.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.436150368369428,623.0,4.060443010546419,3249.0,7.54983443527075
42.0,647.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.473890696352274,647.0,3.7612001156935624,1764.0,6.48074069840786
